text,label
"Na wa o, Customer service sharp reply me when I complain about my watch, dem replace am sharp sharp. na correct product be dis.",positive
"Guy, Original generator be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"To God who made me, My people dem love the freezer well well, e dey work exactly as dem promise.",positive
"To God who made me, Product fine but torch light box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"Na wa o, E just be like normal sneakers for that price, nothing to hail, nothing to condemn. e go still do for the price.",neutral
"Honestly, Everything come complete, instructions dey inside, my mouse setup no stress me at all.",positive
"To God who made me, E no bad but the color no match wetin dem show for picture for dis speaker, small disappointment.",neutral
"No be lie, Product fine but kettle box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"Honestly, Seller ignore my message tire about dis sneakers, when e finally reach na wrong color entirely. make una no waste your money.",negative
"No be lie, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. no regret at all.",positive
"No be lie, Packaging good, wallet come as described, I go still buy from dis seller again. e worth the money.",positive
"God when catch person, extension box dey work fine, no wahala at all since I don start to use am. no regret at all.",positive
"Na wa o, Dis airpod sweet me well well, e reach as e dey for picture, delivery sef no waste time. no regret at all.",positive
"See ehn, Customer service sharp reply me when I complain about my face cap, dem replace am sharp sharp. I dey happy well well.",positive
"To God who made me, slippers dey work fine, no wahala at all since I don start to use am. e worth the money.",positive
"As I dey talk, Fit dey okay, size correct for dis mouse, but material fit better small, na still usable sha. e dey manage like that.",neutral
"As I dey talk, Fit dey okay, size correct for dis jacket, but material fit better small, na still usable sha. I fit still consider am next time.",neutral
"To God who made me, Na my third time to buy torch light from Jumia, dem never disappoint me, packaging tight well. e worth the money.",positive
"Guy, Na my third time to buy school bag from Jumia, dem never disappoint me, packaging tight well. na correct product be dis.",positive
"Na wa o, E no bad but the color no match wetin dem show for picture for dis gown, small disappointment.",neutral
"Werey no dey do person, fan strong die, price sef affordable well well, no complain at all. make una try am.",positive
"Guy, My people dem love the sneakers well well, e dey work exactly as dem promise. I go still buy again.",positive
"Guy, I don tell my whole family make dem use Jumia because of how dis office chair order turn out. I go still buy again.",positive
"Small small, Seller no send full wall clock wey I order, one piece dey missing inside the package. I don report to Jumia already.",negative
"Believe me, Customer service sharp reply me when I complain about my wall clock, dem replace am sharp sharp. I go still buy again.",positive
"As I dey talk, Fan or fan strong small, noise dey small but e still manage for the price.",neutral
"Honestly, I love how dem wrap the belt, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"No be lie, Seller dey blackmail person, my microwave no reach up till two weeks, I don report am.",negative
"I swear, mouse dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. I fit still consider am next time.",neutral
"Omo, Fan or gas cooker strong small, noise dey small but e still manage for the price.",neutral
"To God who made me, microwave dey work fine, no wahala at all since I don start to use am. I go still buy again.",positive
"No be lie, Wig cap or kettle tear the first day I use am, quality poor, e no worth the price at all.",negative
"As I dey talk, Original earpiece be dis o, no be fake, quality strong pass wetin I expect. e worth the money.",positive
"No be lie, Delivery man carry my airpod pass one week, wahala full ground, I no gree order again. e pain me well well.",negative
"Werey no dey do person, Chai dis wallet na correct investment, I dey enjoy am tire. e worth the money.",positive
"Chai, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. no regret at all.",positive
"Na wa o, Dem send expired dress to me, I no even fit use am, na waste of money be dis. I don report to Jumia already.",negative
"Na wa o, This sneakers no be my size or wetin I order, dem send wrong one, wahala to return am too much. na scam be dis one.",negative
"Believe me, I don tell my whole family make dem use Jumia because of how dis wig order turn out. I don recommend am to my people.",positive
"God when catch person, Dem send expired toaster to me, I no even fit use am, na waste of money be dis. na scam be dis one.",negative
"My people dem love the curtain well well, e dey work exactly as dem promise.",positive
"Omo, Dis wig sweet me well well, e reach as e dey for picture, delivery sef no waste time. no regret at all.",positive
"Guy, This keyboard cause wahala for me, I no know if na fake or wetin, no buy am o. no be small disappointment.",negative
"See ehn, Wig cap or laptop bag tear the first day I use am, quality poor, e no worth the price at all. no be small disappointment.",negative
"God when catch person, Best purchase I don make dis year na dis wall clock, e dey save my time every day. e worth the money.",positive
"No be lie, I get value for my money, dis belt still fresh after months of daily use. no regret at all.",positive
"Omo, Seller ignore my message tire about dis belt, when e finally reach na wrong color entirely.",negative
"This printer no be my size or wetin I order, dem send wrong one, wahala to return am too much. I don report to Jumia already.",negative
"Honestly, Best purchase I don make dis year na dis dress, e dey save my time every day. I dey happy well well.",positive
"As I dey talk, Chai dis gown na correct investment, I dey enjoy am tire. no regret at all.",positive
"Chai, Laptop bag or face cap dey okay, zip small tight but e go loosen with time I believe.",neutral
"I swear, E no bad but the color no match wetin dem show for picture for dis office chair, small disappointment. e dey manage like that.",neutral
"Na wa o, Na my third time to buy dress from Jumia, dem never disappoint me, packaging tight well. na correct product be dis.",positive
"Honestly, Original charger be dis o, no be fake, quality strong pass wetin I expect. e worth the money.",positive
"To God who made me, school bag strong die, price sef affordable well well, no complain at all. make una try am.",positive
"Werey no dey do person, I get value for my money, dis dress still fresh after months of daily use. no regret at all.",positive
"As I dey talk, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast.",positive
"To God who made me, Seller no send full cream wey I order, one piece dey missing inside the package. make una no waste your money.",negative
"Na wa o, Dem package the slippers anyhow, e crack, spoilage spread inside the whole carton. I no go order again.",negative
"No be lie, Delivery man carry my wig pass one week, wahala full ground, I no gree order again. e pain me well well.",negative
"Original airpod be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"I swear, Original extension box be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"Believe me, My people dem love the fan well well, e dey work exactly as dem promise. e worth the money.",positive
"To God who made me, Seller no send full microwave wey I order, one piece dey missing inside the package. e pain me well well.",negative
"Omo, My people dem love the phone case well well, e dey work exactly as dem promise. na correct product be dis.",positive
"As I dey talk, Item different from picture completely for dis cream, dem dupe me, I go dispute dis order. e pain me well well.",negative
"Na wa o, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. e worth the money.",positive
"Small small, I get value for my money, dis slippers still fresh after months of daily use. e worth the money.",positive
"No be lie, Chai dis wall clock na correct investment, I dey enjoy am tire. e worth the money.",positive
"I swear, Best purchase I don make dis year na dis wallet, e dey save my time every day. na correct product be dis.",positive
I don tell my whole family make dem use Jumia because of how dis mouse order turn out. no regret at all.,positive
"Omo, Seller no send full gas cooker wey I order, one piece dey missing inside the package. e pain me well well.",negative
"I swear, I get value for my money, dis dress still fresh after months of daily use. I dey happy well well.",positive
"Believe me, Dis blender sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"To God who made me, Seller ignore my message tire about dis ring, when e finally reach na wrong color entirely. e pain me well well.",negative
"No be lie, Wig cap or hair dryer tear the first day I use am, quality poor, e no worth the price at all. make una no waste your money.",negative
"Delivery man carry my blender pass one week, wahala full ground, I no gree order again. I don report to Jumia already.",negative
"Seller no send full wristwatch wey I order, one piece dey missing inside the package. I no go order again.",negative
"Omo, Best purchase I don make dis year na dis face cap, e dey save my time every day. make una try am.",positive
I don tell my whole family make dem use Jumia because of how dis curtain order turn out. e worth the money.,positive
"Best purchase I don make dis year na dis school bag, e dey save my time every day. I go still buy again.",positive
"God when catch person, Speaker or electric kettle loud small, quality no strong reach wetin I hear for advert but e dey manage.",neutral
"Guy, Dem package the printer anyhow, e crack, spoilage spread inside the whole carton. na scam be dis one.",negative
"God when catch person, Two weeks now, my money don go, dis wig never show, na so dem dey scam people. e pain me well well.",negative
"Small small, I love how dem wrap the dress, extra plastic everywhere, e no fit spoil for road.",positive
"No be lie, I get value for my money, dis electric kettle still fresh after months of daily use. no regret at all.",positive
"God when catch person, trouser strong die, price sef affordable well well, no complain at all. make una try am.",positive
"Small small, Packaging good, power bank come as described, I go still buy from dis seller again.",positive
"See ehn, My people dem love the dress well well, e dey work exactly as dem promise. make una try am.",positive
"God when catch person, Seller ignore my message tire about dis school bag, when e finally reach na wrong color entirely. e pain me well well.",negative
"Werey no dey do person, Seller dey blackmail person, my fan no reach up till two weeks, I don report am. I no go order again.",negative
"No be lie, Table cloth or router okay for the price, finishing fit better but e dey serve purpose. e go still do for the price.",neutral
"God when catch person, Na my third time to buy printer from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"Small small, Seller dey blackmail person, my belt no reach up till two weeks, I don report am. no be small disappointment.",negative
"Omo, I get value for my money, dis umbrella still fresh after months of daily use. no regret at all.",positive
"No be lie, Dem package the charger anyhow, e crack, spoilage spread inside the whole carton. no be small disappointment.",negative
"No be lie, Packaging good, fan come as described, I go still buy from dis seller again. I dey happy well well.",positive
"To God who made me, Seller no send full iron wey I order, one piece dey missing inside the package. na scam be dis one.",negative
"God when catch person, I love how dem wrap the microwave, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"As I dey talk, Table cloth or torch light okay for the price, finishing fit better but e dey serve purpose.",neutral
"Believe me, Fit dey okay, size correct for dis watch, but material fit better small, na still usable sha.",neutral
"No be lie, Packaging good, curtain come as described, I go still buy from dis seller again. na correct product be dis.",positive
"God when catch person, Dem send expired speaker to me, I no even fit use am, na waste of money be dis. no be small disappointment.",negative
"Omo, E no bad but the color no match wetin dem show for picture for dis router, small disappointment.",neutral
"Small small, Seller dey blackmail person, my router no reach up till two weeks, I don report am. I don report to Jumia already.",negative
"Na wa o, Original flash drive be dis o, no be fake, quality strong pass wetin I expect. make una try am.",positive
"Small small, I get value for my money, dis office chair still fresh after months of daily use. no regret at all.",positive
"To God who made me, Dress or torch light fine sha, but the size chart dem post no correct at all, e small pass small.",neutral
"God when catch person, Dis keyboard sweet me well well, e reach as e dey for picture, delivery sef no waste time. e worth the money.",positive
"Omo, I don order dis sunglasses tire tire, no be wetin dem show for site, quality no good at all.",negative
"Original gown be dis o, no be fake, quality strong pass wetin I expect.",positive
"Omo, I get value for my money, dis school bag still fresh after months of daily use. make una try am.",positive
"Omo, Seller dey blackmail person, my fan no reach up till two weeks, I don report am. na scam be dis one.",negative
"God when catch person, I don order dis school bag tire tire, no be wetin dem show for site, quality no good at all. no be small disappointment.",negative
"Werey no dey do person, I get value for my money, dis washing machine still fresh after months of daily use. na correct product be dis.",positive
"To God who made me, Dis school bag sweet me well well, e reach as e dey for picture, delivery sef no waste time. e worth the money.",positive
"Na wa o, Item different from picture completely for dis mattress, dem dupe me, I go dispute dis order. I no go order again.",negative
"See ehn, Speaker or necklace loud small, quality no strong reach wetin I hear for advert but e dey manage.",neutral
"No be lie, Dis perfume sweet me well well, e reach as e dey for picture, delivery sef no waste time. I don recommend am to my people.",positive
"Honestly, Speaker or airpod loud small, quality no strong reach wetin I hear for advert but e dey manage. e go still do for the price.",neutral
"I swear, I don tell my whole family make dem use Jumia because of how dis kettle order turn out. I go still buy again.",positive
"God when catch person, This bag no be my size or wetin I order, dem send wrong one, wahala to return am too much.",negative
"God when catch person, Speaker or speaker loud small, quality no strong reach wetin I hear for advert but e dey manage. e dey manage like that.",neutral
"Chai, The wall clock just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"router strong die, price sef affordable well well, no complain at all. make una try am.",positive
"Werey no dey do person, Best purchase I don make dis year na dis bag, e dey save my time every day. na correct product be dis.",positive
"Honestly, Best purchase I don make dis year na dis slippers, e dey save my time every day. no regret at all.",positive
"No be lie, Packaging good, gown come as described, I go still buy from dis seller again. I don recommend am to my people.",positive
"No be lie, Item different from picture completely for dis perfume, dem dupe me, I go dispute dis order. I don report to Jumia already.",negative
"God when catch person, Packaging good, phone come as described, I go still buy from dis seller again. e worth the money.",positive
"Believe me, Na my third time to buy office chair from Jumia, dem never disappoint me, packaging tight well. make una try am.",positive
"Small small, rice cooker dey work fine, no wahala at all since I don start to use am. make una try am.",positive
"Guy, This office chair no be my size or wetin I order, dem send wrong one, wahala to return am too much. e pain me well well.",negative
"Werey no dey do person, Seller no send full face cap wey I order, one piece dey missing inside the package. na scam be dis one.",negative
"As I dey talk, Dem package the jacket anyhow, e crack, spoilage spread inside the whole carton. e pain me well well.",negative
"Small small, Customer service sharp reply me when I complain about my electric kettle, dem replace am sharp sharp. no regret at all.",positive
"Dis gas cooker no work reach half wetin dem talk, na scam be dis one o. I don report to Jumia already.",negative
"As I dey talk, wall clock dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. e go still do for the price.",neutral
"God when catch person, Packaging good, generator come as described, I go still buy from dis seller again. make una try am.",positive
"To God who made me, I love how dem wrap the sunglasses, extra plastic everywhere, e no fit spoil for road. I don recommend am to my people.",positive
"Honestly, Seller dey blackmail person, my flash drive no reach up till two weeks, I don report am.",negative
"Believe me, Fit dey okay, size correct for dis hair dryer, but material fit better small, na still usable sha.",neutral
"Na wa o, phone strong die, price sef affordable well well, no complain at all. na correct product be dis.",positive
"To God who made me, Money waste be dis, rice cooker come crack before I even open the box well well. I don report to Jumia already.",negative
"Omo, Wig cap or router tear the first day I use am, quality poor, e no worth the price at all. na scam be dis one.",negative
"As I dey talk, Seller ignore my message tire about dis torch light, when e finally reach na wrong color entirely. make una no waste your money.",negative
"umbrella dey work fine, no wahala at all since I don start to use am. I don recommend am to my people.",positive
"Werey no dey do person, E just be like normal extension box for that price, nothing to hail, nothing to condemn. nothing to hail, nothing to condemn.",neutral
"As I dey talk, My people dem love the earpiece well well, e dey work exactly as dem promise. I don recommend am to my people.",positive
"Werey no dey do person, Seller dey blackmail person, my router no reach up till two weeks, I don report am. make una no waste your money.",negative
"Na wa o, Chai dis kettle na correct investment, I dey enjoy am tire. na correct product be dis.",positive
"Guy, Customer service sharp reply me when I complain about my dress, dem replace am sharp sharp. I don recommend am to my people.",positive
"Small small, I don try dis wristwatch tire, e no last, e begin spoil like say na cheap material. make una no waste your money.",negative
"To God who made me, Product fine but blender box small small damage reach house, no be too serious sha. e go still do for the price.",neutral
"Small small, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I go still buy again.",positive
"Guy, Best purchase I don make dis year na dis necklace, e dey save my time every day. I go still buy again.",positive
"As I dey talk, curtain dey work fine, no wahala at all since I don start to use am. no regret at all.",positive
"As I dey talk, My people dem love the juicer well well, e dey work exactly as dem promise. na correct product be dis.",positive
"God when catch person, I love how dem wrap the watch, extra plastic everywhere, e no fit spoil for road. na correct product be dis.",positive
"Chai, I love how dem wrap the dress, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"As I dey talk, I love how dem wrap the printer, extra plastic everywhere, e no fit spoil for road. I dey happy well well.",positive
"Honestly, E dey okay o, no be bad market but dis television no be wetin I expect too, average product.",neutral
"Small small, microwave dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha.",neutral
"Werey no dey do person, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. make una try am.",positive
"Werey no dey do person, Item different from picture completely for dis printer, dem dupe me, I go dispute dis order. na scam be dis one.",negative
"Na wa o, E dey okay o, no be bad market but dis phone no be wetin I expect too, average product.",neutral
"Honestly, Everything come complete, instructions dey inside, my toy setup no stress me at all. make una try am.",positive
"I swear, Everything come complete, instructions dey inside, my iron setup no stress me at all. na correct product be dis.",positive
"Honestly, Everything come complete, instructions dey inside, my curtain setup no stress me at all. no regret at all.",positive
"Na wa o, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I dey happy well well.",positive
"Honestly, hair dryer strong die, price sef affordable well well, no complain at all. no regret at all.",positive
"As I dey talk, I get value for my money, dis necklace still fresh after months of daily use. na correct product be dis.",positive
"No be lie, Seller no send full watch wey I order, one piece dey missing inside the package. make una no waste your money.",negative
"Omo, Seller dey blackmail person, my earpiece no reach up till two weeks, I don report am.",negative
"Na wa o, This mouse no be my size or wetin I order, dem send wrong one, wahala to return am too much.",negative
"God when catch person, Dem package the torch light anyhow, e crack, spoilage spread inside the whole carton.",negative
"I swear, E no bad but the color no match wetin dem show for picture for dis perfume, small disappointment.",neutral
"I swear, I love how dem wrap the curtain, extra plastic everywhere, e no fit spoil for road. I go still buy again.",positive
"Small small, I don tell my whole family make dem use Jumia because of how dis necklace order turn out. no regret at all.",positive
"Believe me, E just be like normal mattress for that price, nothing to hail, nothing to condemn. I fit still consider am next time.",neutral
"God when catch person, Everything come complete, instructions dey inside, my necklace setup no stress me at all. I go still buy again.",positive
"Chai, Two weeks now, my money don go, dis blender never show, na so dem dey scam people. make una no waste your money.",negative
"As I dey talk, cream dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. I fit still consider am next time.",neutral
"As I dey talk, Dis slippers no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"Honestly, Fit dey okay, size correct for dis router, but material fit better small, na still usable sha. I fit still consider am next time.",neutral
"Honestly, Best purchase I don make dis year na dis iron, e dey save my time every day. na correct product be dis.",positive
"Honestly, Dem package the phone case anyhow, e crack, spoilage spread inside the whole carton. I no go order again.",negative
"Na wa o, Dis ring no work reach half wetin dem talk, na scam be dis one o. e pain me well well.",negative
"Small small, Everything come complete, instructions dey inside, my extension box setup no stress me at all. e worth the money.",positive
"To God who made me, rice cooker dey work fine, no wahala at all since I don start to use am. no regret at all.",positive
"Werey no dey do person, Item different from picture completely for dis office chair, dem dupe me, I go dispute dis order.",negative
"God when catch person, My people dem love the jacket well well, e dey work exactly as dem promise. make una try am.",positive
"To God who made me, This wristwatch no be my size or wetin I order, dem send wrong one, wahala to return am too much. I don report to Jumia already.",negative
"To God who made me, Chai dis charger na correct investment, I dey enjoy am tire. e worth the money.",positive
"To God who made me, Fit dey okay, size correct for dis trouser, but material fit better small, na still usable sha. e dey manage like that.",neutral
"Guy, Dress or wristwatch fine sha, but the size chart dem post no correct at all, e small pass small. e dey manage like that.",neutral
"I swear, Na my third time to buy toaster from Jumia, dem never disappoint me, packaging tight well. make una try am.",positive
"Honestly, Customer service sharp reply me when I complain about my baby clothes, dem replace am sharp sharp. no regret at all.",positive
"No be lie, Packaging good, belt come as described, I go still buy from dis seller again. na correct product be dis.",positive
"I get value for my money, dis belt still fresh after months of daily use. na correct product be dis.",positive
"Werey no dey do person, I love how dem wrap the jacket, extra plastic everywhere, e no fit spoil for road. no regret at all.",positive
"God when catch person, Best purchase I don make dis year na dis wall clock, e dey save my time every day.",positive
"I swear, Original airpod be dis o, no be fake, quality strong pass wetin I expect. I go still buy again.",positive
"See ehn, Seller dey blackmail person, my mouse no reach up till two weeks, I don report am. no be small disappointment.",negative
"Na wa o, router strong die, price sef affordable well well, no complain at all. make una try am.",positive
"Omo, Sound or function dey there for dis airpod, nothing extraordinary, e go do for person wey no too particular. e go still do for the price.",neutral
"Believe me, My people dem love the sneakers well well, e dey work exactly as dem promise.",positive
"God when catch person, I don order dis shoe tire tire, no be wetin dem show for site, quality no good at all.",negative
"Omo, Dem send expired printer to me, I no even fit use am, na waste of money be dis. I no go order again.",negative
"Omo, Everything come complete, instructions dey inside, my fan setup no stress me at all. e worth the money.",positive
"See ehn, Seller ignore my message tire about dis belt, when e finally reach na wrong color entirely. I don report to Jumia already.",negative
"See ehn, The dress just dey normal, no wowing, no bad, I fit still buy am again if discount dey.",neutral
"I swear, Speaker or jacket loud small, quality no strong reach wetin I hear for advert but e dey manage. nothing to hail, nothing to condemn.",neutral
"Chai, printer dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. nothing to hail, nothing to condemn.",neutral
"Guy, Speaker or wig loud small, quality no strong reach wetin I hear for advert but e dey manage. I fit still consider am next time.",neutral
"As I dey talk, Fit dey okay, size correct for dis toaster, but material fit better small, na still usable sha. e dey manage like that.",neutral
"Believe me, Best purchase I don make dis year na dis ring, e dey save my time every day. na correct product be dis.",positive
"Believe me, E no bad but the color no match wetin dem show for picture for dis jacket, small disappointment.",neutral
"To God who made me, Everything come complete, instructions dey inside, my watch setup no stress me at all.",positive
"God when catch person, Dis router no work reach half wetin dem talk, na scam be dis one o. e pain me well well.",negative
I don tell my whole family make dem use Jumia because of how dis printer order turn out. na correct product be dis.,positive
"Na wa o, Item different from picture completely for dis speaker, dem dupe me, I go dispute dis order. e pain me well well.",negative
"See ehn, Na my third time to buy trouser from Jumia, dem never disappoint me, packaging tight well.",positive
"I swear, I get value for my money, dis iron still fresh after months of daily use. na correct product be dis.",positive
"Believe me, I don order dis table cloth tire tire, no be wetin dem show for site, quality no good at all. I no go order again.",negative
"Honestly, I love how dem wrap the gown, extra plastic everywhere, e no fit spoil for road. e worth the money.",positive
"Chai, Item different from picture completely for dis rice cooker, dem dupe me, I go dispute dis order. e pain me well well.",negative
"Small small, My people dem love the flash drive well well, e dey work exactly as dem promise.",positive
"Small small, E just be like normal curtain for that price, nothing to hail, nothing to condemn. e go still do for the price.",neutral
"No be lie, Table cloth or sandals okay for the price, finishing fit better but e dey serve purpose. I fit still consider am next time.",neutral
"Believe me, Table cloth or dress okay for the price, finishing fit better but e dey serve purpose. e go still do for the price.",neutral
"The iron just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e dey manage like that.",neutral
"Na wa o, Dem package the torch light anyhow, e crack, spoilage spread inside the whole carton. I don report to Jumia already.",negative
"Guy, airpod strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"Omo, Customer service sharp reply me when I complain about my toy, dem replace am sharp sharp. na correct product be dis.",positive
"Believe me, Dis sandals no work reach half wetin dem talk, na scam be dis one o. make una no waste your money.",negative
"See ehn, I love how dem wrap the freezer, extra plastic everywhere, e no fit spoil for road. na correct product be dis.",positive
"Small small, Two weeks now, my money don go, dis belt never show, na so dem dey scam people. e pain me well well.",negative
"Guy, Dem package the laptop bag anyhow, e crack, spoilage spread inside the whole carton. make una no waste your money.",negative
"See ehn, E no bad but the color no match wetin dem show for picture for dis sneakers, small disappointment. nothing to hail, nothing to condemn.",neutral
"No be lie, Dis generator no work reach half wetin dem talk, na scam be dis one o. I don report to Jumia already.",negative
"No be lie, This jacket no be my size or wetin I order, dem send wrong one, wahala to return am too much. no be small disappointment.",negative
"Chai, Customer service sharp reply me when I complain about my mattress, dem replace am sharp sharp. no regret at all.",positive
"Chai, E dey okay o, no be bad market but dis charger no be wetin I expect too, average product.",neutral
"See ehn, Product fine but watch box small small damage reach house, no be too serious sha. I fit still consider am next time.",neutral
"Werey no dey do person, power bank strong die, price sef affordable well well, no complain at all.",positive
"I swear, The phone just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e go still do for the price.",neutral
"Honestly, Delivery come quick pass wetin dem promise, na so I like am o, seller too fast. I don recommend am to my people.",positive
"Honestly, Packaging good, hair dryer come as described, I go still buy from dis seller again.",positive
"Honestly, gas cooker strong die, price sef affordable well well, no complain at all. I go still buy again.",positive
"Chai, Chai dis bag na correct investment, I dey enjoy am tire. e worth the money.",positive
"Omo, Dem send expired laptop bag to me, I no even fit use am, na waste of money be dis. I don report to Jumia already.",negative
"Na wa o, Item different from picture completely for dis television, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"Guy, Chai dis juicer na correct investment, I dey enjoy am tire. na correct product be dis.",positive
"Omo, toy dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. e go still do for the price.",neutral
"God when catch person, electric kettle strong die, price sef affordable well well, no complain at all. I don recommend am to my people.",positive
"Werey no dey do person, Item different from picture completely for dis electric kettle, dem dupe me, I go dispute dis order. make una no waste your money.",negative
"Werey no dey do person, Seller dey blackmail person, my wig no reach up till two weeks, I don report am. I don report to Jumia already.",negative
"To God who made me, Money waste be dis, electric kettle come crack before I even open the box well well. e pain me well well.",negative
"To God who made me, Item different from picture completely for dis cream, dem dupe me, I go dispute dis order. I don report to Jumia already.",negative
"I swear, My people dem love the table cloth well well, e dey work exactly as dem promise. no regret at all.",positive
"Werey no dey do person, Two weeks now, my money don go, dis sunglasses never show, na so dem dey scam people. I no go order again.",negative
"Omo, Fan or washing machine strong small, noise dey small but e still manage for the price.",neutral
"Guy, My people dem love the iron well well, e dey work exactly as dem promise. I go still buy again.",positive
"Na wa o, The wallet just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e go still do for the price.",neutral
"Chai, I get value for my money, dis sunglasses still fresh after months of daily use. no regret at all.",positive
"No be lie, I love how dem wrap the airpod, extra plastic everywhere, e no fit spoil for road. na correct product be dis.",positive
"Na wa o, Dem package the generator anyhow, e crack, spoilage spread inside the whole carton.",negative
"Small small, E dey okay o, no be bad market but dis phone no be wetin I expect too, average product.",neutral
"No be lie, Item different from picture completely for dis flash drive, dem dupe me, I go dispute dis order. no be small disappointment.",negative
"Omo, I don try dis charger tire, e no last, e begin spoil like say na cheap material.",negative
"Omo, E no bad but the color no match wetin dem show for picture for dis kettle, small disappointment. e dey manage like that.",neutral
"Everything come complete, instructions dey inside, my earpiece setup no stress me at all. no regret at all.",positive
"Chai, I don tell my whole family make dem use Jumia because of how dis freezer order turn out. I go still buy again.",positive
"Werey no dey do person, Dis speaker no work reach half wetin dem talk, na scam be dis one o. make una no waste your money.",negative
"I swear, I love how dem wrap the television, extra plastic everywhere, e no fit spoil for road. make una try am.",positive
"Believe me, Customer service sharp reply me when I complain about my mattress, dem replace am sharp sharp. no regret at all.",positive
"Small small, I don tell my whole family make dem use Jumia because of how dis face cap order turn out. no regret at all.",positive
"Na wa o, Item different from picture completely for dis juicer, dem dupe me, I go dispute dis order. no be small disappointment.",negative
"Honestly, phone case strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"E no bad but the color no match wetin dem show for picture for dis mouse, small disappointment. I fit still consider am next time.",neutral
"Na wa o, Best purchase I don make dis year na dis rice cooker, e dey save my time every day.",positive
"Honestly, Original extension box be dis o, no be fake, quality strong pass wetin I expect. no regret at all.",positive
"Omo, Everything come complete, instructions dey inside, my slippers setup no stress me at all. e worth the money.",positive
"See ehn, E no bad but the color no match wetin dem show for picture for dis printer, small disappointment. e dey manage like that.",neutral
"As I dey talk, Packaging good, gown come as described, I go still buy from dis seller again. no regret at all.",positive
"Believe me, Dem send expired phone to me, I no even fit use am, na waste of money be dis. no be small disappointment.",negative
"Umbrella or toy dey work but the handle dey shake small, e still dey manage. nothing to hail, nothing to condemn.",neutral
"Small small, Everything come complete, instructions dey inside, my phone case setup no stress me at all. no regret at all.",positive
"Werey no dey do person, Seller dey blackmail person, my wristwatch no reach up till two weeks, I don report am. na scam be dis one.",negative
"Guy, Dis sneakers no work reach half wetin dem talk, na scam be dis one o. e pain me well well.",negative
"Small small, Customer service sharp reply me when I complain about my toy, dem replace am sharp sharp.",positive
"See ehn, E no bad but the color no match wetin dem show for picture for dis torch light, small disappointment.",neutral
"Honestly, Dem package the umbrella anyhow, e crack, spoilage spread inside the whole carton. no be small disappointment.",negative
"Chai, Na my third time to buy generator from Jumia, dem never disappoint me, packaging tight well. make una try am.",positive
"Guy, E no bad but the color no match wetin dem show for picture for dis slippers, small disappointment. nothing to hail, nothing to condemn.",neutral
"As I dey talk, The wig just dey normal, no wowing, no bad, I fit still buy am again if discount dey. e go still do for the price.",neutral
"No be lie, Na my third time to buy perfume from Jumia, dem never disappoint me, packaging tight well. I go still buy again.",positive
"To God who made me, belt dey do half work, e dey slow pass normal, I no too satisfied but no too vex sha. e dey manage like that.",neutral
"Werey no dey do person, Fan or mattress strong small, noise dey small but e still manage for the price.",neutral
"Honestly, Packaging good, wall clock come as described, I go still buy from dis seller again. I go still buy again.",positive
"Omo, Dress or dress fine sha, but the size chart dem post no correct at all, e small pass small.",neutral
"To God who made me, My people dem love the phone well well, e dey work exactly as dem promise. I don recommend am to my people.",positive
"As I dey talk, My people dem love the mattress well well, e dey work exactly as dem promise. make una try am.",positive
"Honestly, Dis trouser no work reach half wetin dem talk, na scam be dis one o. I no go order again.",negative
"Guy, torch light strong die, price sef affordable well well, no complain at all. I dey happy well well.",positive
"Guy, I love how dem wrap the iron, extra plastic everywhere, e no fit spoil for road. I go still buy again.",positive
"Chai, E just be like normal wristwatch for that price, nothing to hail, nothing to condemn.",neutral
